kepid,koi_disposition,koi_period,koi_time0bk,koi_time0,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig
9083564,FALSE POSITIVE,0.918420801,131.58576,2454964.586,0.656,0.002,-0.529,3.533,0.101,-0.101,56.7,1.8,-1.8,0.007276,0.000949,-0.000322,0.11303,0.07312,-0.07023,1.14,0.26,-0.26,0.0191,67.51,2374.0,7502.5,5318.67,-3684.42,1.715,0.555,-0.555,0.303,0.3166,3.5719328,11.755376,40.3,1,754.0,0.2626,6210.0,199.0,-243.0,4.166,0.192,-0.128,1.434,0.326,-0.326,1.098,0.164,-0.148,0.0
7335713,FALSE POSITIVE,0.573709256,131.93854,2454964.939,0.69,0.204,-0.453,1.4932,0.0549,-0.0549,131.0,4.4,-4.4,0.011194,0.00143,-0.000755,0.71455,0.75512,-0.49708,7.05,1.32,-2.44,0.0159,72.66,4415.0,90258.45,45910.68,-55772.95,2.317,0.816,-0.816,0.2391,0.4416,3.4758134,8.488568,37.5,1,1164.0,0.8564,5261.0,91.0,-143.0,3.13,0.222,-0.148,5.769,1.078,-2.001,1.639,0.167,-0.625,0.0
8331612,CONFIRMED,13.8353959,134.3082,2454967.308,0.94,0.024,-0.727,4.961,0.356,-0.356,818.0,90.4,-90.4,0.03272,0.000301,-0.00852,0.07571,1.74139,-0.0368,3.78,1.22,-0.52,0.114,84.1,809.0,101.05,101.83,-35.97,9.15,4.5,-4.5,0.2889,0.3511,4.009394,11.331908,10.3,2,67.0,0.1768,6020.0,211.0,-211.0,4.403,0.087,-0.203,1.057,0.341,-0.146,1.03,0.145,-0.13,0.031
8874090,CANDIDATE,18.9060921,140.82932,2454973.829,0.004,0.446,-0.004,4.125,0.315,-0.315,376.0,36.5,-36.5,0.017734,0.00137,-0.000647,2.39508,0.84844,-1.0164,0.87,0.16,-0.21,0.1088,89.99,336.0,3.03,2.29,-1.67,35.6,12.6,-12.6,0.426,0.2631,4.139928,10.125121,11.9,2,69.0,0.2659,3751.0,219.0,-219.0,4.813,0.104,-0.085,0.45,0.082,-0.11,0.479,0.065,-0.121,0.791
8331612,CANDIDATE,25.6970688,144.2286,2454977.229,0.943,0.026,-0.724,3.739,0.472,-0.472,835.0,151.0,-151.0,0.033204,0.0121,-0.00811,0.31442,11.49621,-0.12094,3.83,1.24,-0.53,0.1723,87.57,658.0,44.24,44.57,-15.75,22.2,11.0,-11.0,0.2889,0.3511,4.1775637,7.5008674,6.4,2,14.0,0.4106,6020.0,211.0,-211.0,4.403,0.087,-0.203,1.057,0.341,-0.146,1.03,0.145,-0.13,0.752
5185765,FALSE POSITIVE,46.9434911,176.32544,2455009.325,0.213,0.251,-0.213,1.368,0.288,-0.288,101.0,21.1,-21.1,0.009291,0.00122,-0.000969,148.50595,154.31483,-145.60599,1.57,0.36,-0.39,0.2637,89.95,669.0,47.27,31.76,-23.63,258.6,89.6,-89.6,0.3023,0.3153,3.580354,7.193181,6.6,1,28.0,0.5905,6253.0,169.0,-188.0,4.102,0.228,-0.123,1.55,0.35,-0.385,1.107,0.19,-0.138,0.037
5965819,CONFIRMED,19.5906103,144.65969,2454977.66,0.529,0.012,-0.475,6.745,0.151,-0.151,297.0,12.3,-12.3,0.016179,0.00407,-0.000521,0.35276,0.26471,-0.01578,2.64,0.44,-0.53,0.1456,88.43,819.0,106.48,45.65,-41.91,19.27,7.2,-7.2,0.2638,0.4046,4.410476,19.653181,24.9,3,64.0,0.8802,5794.0,78.0,-78.0,4.118,0.182,-0.098,1.496,0.245,-0.299,1.072,0.112,-0.084,0.01
5965819,CONFIRMED,8.23983041,137.75528,2454970.755,0.012,0.425,-0.012,5.619,0.119,-0.119,251.0,9.1,-9.1,0.014368,0.000516,-0.000311,0.41049,0.03191,-0.12528,2.35,0.38,-0.47,0.0817,89.94,1093.0,338.17,145.01,-133.09,11.379,0.885,-0.885,0.2638,0.4046,5.576774,24.592001,29.4,3,165.0,0.3054,5794.0,78.0,-78.0,4.118,0.182,-0.098,1.496,0.245,-0.299,1.072,0.112,-0.084,0.215
8328916,CANDIDATE,6.07855,132.5345,2454965.535,0.3408,0.1017,-0.3406,3.408,0.361,-0.361,103.0,12.2,-12.2,0.009391,0.000396,-0.00092,1.11456,0.66896,-0.57565,1.14,0.5,-0.16,0.0653,88.24,1115.0,365.15,466.94,-128.85,12.96,3.9,-3.9,0.2965,0.3322,,,10.4,1,,,6119.0,164.0,-207.0,4.346,0.111,-0.271,1.114,0.481,-0.154,1.003,0.19,-0.114,
11294883,FALSE POSITIVE,427.65334,136.2622,2454969.262,0.4355,0.0476,-0.4018,11.17,1.4,-1.4,157.0,20.5,-20.5,0.011533,7.7e-05,-0.00195,1.96691,0.40331,-1.17452,1.97,1.32,-0.92,1.0738,89.95,284.0,1.53,3.29,-1.14,266.9,54.7,-54.7,0.2167,0.4776,,,7.2,1,,,5325.0,166.0,-152.0,4.004,0.513,-0.345,1.565,1.049,-0.728,0.9,0.125,-0.1,
3832474,FALSE POSITIVE,412.041857,354.8569,2455187.857,0.1068,0.3519,-0.1067,5.572,0.446,-0.446,1960.0,192.0,-192.0,0.039819,0.00304,-0.00205,22.22335,7.91735,-9.10904,3.77,0.4,-0.15,1.0794,89.95,217.0,0.52,0.17,-0.08,584.0,208.0,-208.0,0.2209,0.4742,,,12.3,5,,,5485.0,99.0,-112.0,4.556,0.014,-0.094,0.867,0.092,-0.034,0.986,0.028,-0.079,
10155029,CANDIDATE,2.131660527,133.13431,2454966.134,0.036,0.421,-0.036,1.8585,0.0993,-0.0993,32.2,2.4,-2.4,0.005172,0.000288,-0.000226,2.85727,0.45786,-1.22876,0.56,0.08,-0.05,0.0321,89.76,1438.0,1010.45,408.09,-247.61,8.82,1.4,-1.4,0.2676,0.3928,3.289496,12.640647,15.7,1,501.0,0.4487,5849.0,105.0,-117.0,4.426,0.076,-0.114,0.997,0.143,-0.095,0.967,0.06,-0.066,0.002
11618569,CANDIDATE,5.75902182,132.16301,2454965.163,0.329,0.124,-0.329,2.687,0.216,-0.216,70.8,8.3,-8.3,0.007804,0.000419,-0.000651,2.17066,0.74087,-1.06061,0.91,0.28,-0.12,0.0654,88.79,1112.0,362.12,326.5,-121.82,15.61,5.3,-5.3,0.302,0.319,4.1572785,8.499784,9.9,1,231.0,0.4146,6247.0,152.0,-217.0,4.433,0.054,-0.216,1.066,0.335,-0.134,1.122,0.159,-0.145,0.0
11973517,CANDIDATE,0.903763067,131.51926,2454964.519,0.0938,0.4482,-0.0937,0.562,0.12,-0.12,268.0,27.7,-27.7,0.015146,0.00774,-0.000617,44.52373,332.96643,-42.93084,1.08,0.08,-0.11,0.0158,89.38,1254.0,585.15,171.55,-166.48,12.43,6.2,-6.2,0.0958,0.6458,,,12.6,1,,,4430.0,129.0,-132.0,4.616,0.054,-0.024,0.651,0.048,-0.066,0.638,0.064,-0.055,
5471566,FALSE POSITIVE,0.9628348,132.1907,2454965.191,0.309,0.147,-0.309,2.259,0.497,-0.497,92.8,14.8,-14.8,0.008812,0.0006,-0.00103,0.66364,8.90027,-0.43439,0.81,0.2,-0.07,0.0186,84.45,1648.0,1734.83,1334.82,-462.7,3.19,1.6,-1.6,0.2396,0.4415,5.1008015,8.809391,7.6,1,1399.0,0.9734,5559.0,166.0,-182.0,4.554,0.042,-0.168,0.838,0.213,-0.071,0.917,0.092,-0.102,0.041
7345248,CANDIDATE,5.66494448,136.33835,2454969.338,0.4638,0.4716,-0.2633,4.173,0.202,-0.202,46.0,4.1,-4.1,0.006346,0.00018,-0.000479,0.47241,0.25085,-0.08307,0.78,0.26,-0.16,0.0593,87.09,1134.0,390.59,375.59,-169.25,9.29,2.5,-2.5,0.2898,0.3457,6.0991263,8.124516,11.4,1,237.0,,5888.0,158.0,-151.0,4.269,0.201,-0.215,1.13,0.371,-0.234,0.865,0.141,-0.064,0.012
5814013,FALSE POSITIVE,1.57017249,132.1034,2454965.103,0.085,0.363,-0.085,2.257,0.258,-0.258,158.0,19.7,-19.7,0.011441,0.000974,-0.000657,1.20022,0.45462,-0.68999,0.82,0.12,-0.06,0.0238,89.1,1232.0,543.06,273.31,-138.61,5.39,2.0,-2.0,0.2337,0.4535,3.585624,8.877176,10.2,1,723.0,0.9931,5300.0,187.0,-187.0,4.66,0.03,-0.09,0.66,0.095,-0.048,0.731,0.071,-0.064,0.0
7117355,FALSE POSITIVE,0.566798364,131.81891,2454964.819,0.487,0.003,-0.476,3.172,0.337,-0.337,38.6,3.8,-3.8,0.005808,0.000221,-0.000467,0.16267,0.03758,-0.05983,0.66,0.19,-0.1,0.0135,69.68,2272.0,6280.34,5449.12,-2258.91,1.403,0.324,-0.324,0.2622,0.4035,3.0483778,8.183369,14.1,1,2368.0,0.9308,5864.0,164.0,-184.0,4.411,0.087,-0.203,1.04,0.305,-0.153,1.014,0.14,-0.117,0.035
5653072,FALSE POSITIVE,3.22452656,132.50118,2454965.501,0.0995,0.3179,-0.0995,5.156,0.222,-0.222,57.5,3.0,-3.0,0.006465,0.000383,-0.000197,0.20383,0.02111,-0.06989,24.48,14.2,-4.73,0.0421,88.81,4883.0,134353.84,245644.86,-56861.09,4.821,0.499,-0.499,-0.0404,0.8513,34.474358,12.3069935,24.3,1,419.0,,3857.0,123.0,-115.0,1.338,0.209,-0.29,34.674,20.091,-6.697,0.954,0.464,-0.038,0.0
2707985,FALSE POSITIVE,1.89127438,132.68059,2454965.681,0.514,0.421,-0.297,4.491,0.13,-0.13,32.3,1.5,-1.5,0.00538,7.1e-05,-0.00028,0.12526,0.06713,-0.01323,2.03,0.35,-1.03,0.0378,79.69,3342.0,29488.85,15461.26,-23431.13,2.872,0.77,-0.77,0.2724,0.3051,4.8576813,18.915369,24.6,1,709.0,0.5993,7919.0,220.0,-331.0,3.663,0.493,-0.087,3.46,0.584,-1.752,2.01,0.297,-0.509,0.425
9899141,FALSE POSITIVE,1.33256944,132.05502,2454965.055,0.456,0.006,-0.456,3.89,0.258,-0.258,20.6,1.4,-1.4,0.004206,0.000108,-0.000279,0.15523,0.08016,-0.03447,0.46,0.08,-0.06,0.0236,79.25,1624.0,1636.72,898.42,-512.7,2.442,0.631,-0.631,0.2602,0.4096,6.0608706,14.64569,18.8,1,1005.0,0.1561,5655.0,137.0,-154.0,4.431,0.088,-0.132,0.998,0.186,-0.124,0.979,0.089,-0.097,0.0
8183288,CONFIRMED,66.6504521,171.18229,2455004.182,0.433,0.036,-0.433,5.744,0.153,-0.153,537.0,22.7,-22.7,0.020972,0.000408,-0.00121,2.3463,1.07775,-0.27607,1.56,0.07,-0.07,0.2875,89.7,308.0,2.14,0.38,-0.3,82.0,37.7,-37.7,0.0672,0.6811,6.966695,21.087347,27.1,1,21.0,0.2339,4550.0,81.0,-81.0,4.627,0.02,-0.03,0.679,0.033,-0.027,0.713,0.031,-0.035,0.098
11305996,FALSE POSITIVE,55.7002642,152.6957,2454985.696,0.2976,0.1465,-0.2976,4.285,0.529,-0.529,333.0,37.4,-37.4,0.016079,0.000998,-0.00134,5.47676,1.67682,-3.25852,1.18,0.05,-0.11,0.2492,89.95,309.0,2.14,0.53,-0.57,96.5,29.5,-29.5,0.0768,0.6785,5.7181435,12.548458,10.8,1,26.0,,4267.0,135.0,-138.0,4.608,0.049,-0.018,0.67,0.033,-0.058,0.662,0.044,-0.053,0.0
5965819,CONFIRMED,3.54553077,132.37486,2454965.375,0.143,0.321,-0.143,4.143,0.139,-0.139,119.0,7.4,-7.4,0.009926,0.000503,-0.000357,0.42542,0.05787,-0.14323,1.62,0.27,-0.32,0.0466,88.75,1448.0,1039.47,445.71,-409.1,6.563,0.893,-0.893,0.2638,0.4046,3.328933,13.711848,18.1,3,333.0,0.9672,5794.0,78.0,-78.0,4.118,0.182,-0.098,1.496,0.245,-0.299,1.072,0.112,-0.084,0.017
6690171,CANDIDATE,85.0624157,149.220739,2454982.221,0.819,0.01,-0.009,4.6964,0.0173,-0.0173,41900.0,136.0,-136.0,0.222476,0.00386,-0.00383,5.17261,0.07469,-0.14013,21.26,3.57,-1.92,0.369,89.63,355.0,3.74,2.12,-1.05,125.54,1.8,-1.8,0.1828,0.5324,169.66046,496.5611,495.3,1,14.0,0.3845,5223.0,183.0,-183.0,4.52,0.051,-0.119,0.875,0.147,-0.079,0.923,0.061,-0.081,0.324
6859801,FALSE POSITIVE,10.88241656,132.677164,2454965.677,1.199,1.146,-0.141,5.4674,0.024,-0.024,16600.0,76.2,-76.2,0.380234,1.1,-0.12,0.18333,0.15823,-0.00702,29.69,2.7,-2.99,0.0851,83.42,632.0,37.81,13.94,-11.36,10.47,4.5,-4.5,0.1731,0.5396,186.69553,914.6935,265.2,1,106.0,0.0,4946.0,176.0,-176.0,4.57,0.066,-0.044,0.715,0.065,-0.072,0.694,0.093,-0.05,
7767733,FALSE POSITIVE,25.19830439,142.2240343,2454975.224,1.069,0.028,-0.046,5.1942,0.00394,-0.00394,73800.0,52.3,-52.3,0.478535,0.0232,-0.0349,1.6204,0.01576,-0.02511,46.14,14.2,-4.7,0.1668,88.38,604.0,31.54,29.42,-9.47,37.888,0.368,-0.368,0.2916,0.3447,304.79285,1690.7906,1669.4,1,47.0,0.5582,5955.0,187.0,-208.0,4.534,0.039,-0.221,0.883,0.271,-0.09,0.972,0.115,-0.128,0.0
5193659,CANDIDATE,14.3196417,134.16323,2454967.163,0.533,0.012,-0.454,3.781,0.262,-0.262,216.0,20.6,-20.6,0.013753,0.000306,-0.00128,1.43424,1.43165,-0.13671,2.06,0.33,-0.44,0.1144,88.78,850.0,123.37,51.96,-51.6,25.0,12.5,-12.5,0.2286,0.4641,3.7445772,10.821169,12.5,1,78.0,0.9033,5562.0,83.0,-75.0,4.151,0.195,-0.105,1.373,0.216,-0.297,0.973,0.068,-0.056,0.533
5201593,FALSE POSITIVE,0.50727675,131.77681,2454964.777,0.429,0.206,-0.429,2.32,0.547,-0.547,215.0,11.6,-11.6,0.013588,0.00102,-0.00113,0.35169,0.12563,-0.12165,1.7,0.2,-0.08,0.0132,75.24,2449.0,8524.12,2693.0,-1180.92,1.685,0.602,-0.602,0.2736,0.3985,4.3694024,17.219824,33.5,1,2116.0,0.737,5970.0,77.0,-83.0,4.399,0.03,-0.09,1.143,0.135,-0.052,1.195,0.043,-0.057,0.0
6220312,CANDIDATE,5.2736268,135.6461,2454968.646,0.595,0.012,-0.495,5.291,0.511,-0.511,86.1,12.1,-12.1,0.008831,0.000416,-0.000972,0.16586,0.30847,-0.15678,0.89,0.27,-0.1,0.0595,84.53,1014.0,249.68,230.17,-74.5,6.25,2.9,-2.9,0.2622,0.4035,2.775109,7.355178,8.7,1,254.0,0.2813,5851.0,157.0,-192.0,4.515,0.039,-0.221,0.918,0.289,-0.096,1.007,0.113,-0.126,0.223
6358937,CANDIDATE,24.5041103,140.1805,2454973.18,0.178,0.295,-0.178,6.065,0.432,-0.432,120.0,12.3,-12.3,0.009779,0.000641,-0.000688,0.91005,0.14209,-0.44805,1.03,0.19,-0.12,0.1568,89.67,574.0,25.59,13.03,-6.77,30.68,4.8,-4.8,0.186,0.5256,3.4630682,9.293733,11.3,1,54.0,0.2119,5250.0,86.0,-78.0,4.404,0.098,-0.14,0.962,0.182,-0.112,0.854,0.059,-0.034,0.059
9007609,FALSE POSITIVE,1.316398648,132.2998,2454965.3,0.392,0.068,-0.392,1.169,0.148,-0.148,183.0,18.8,-18.8,0.012402,0.000767,-0.000881,5.70342,3.87906,-3.21293,1.09,0.11,-0.12,0.0215,87.21,1374.0,842.93,306.37,-252.57,8.05,2.7,-2.7,0.1611,0.5575,4.0284266,10.820939,13.1,1,1015.0,0.9791,5088.0,153.0,-153.0,4.508,0.088,-0.064,0.806,0.081,-0.089,0.763,0.098,-0.057,0.0
11038580,FALSE POSITIVE,419.4596,275.458,2455108.458,0.0167,0.4704,-0.0166,13.53,3.8,-3.8,132.0,33.9,-33.9,0.010271,0.00168,-0.00135,1.47308,3.78945,-1.44719,2.1,1.53,-1.11,1.0899,89.95,303.0,2.0,5.01,-1.61,239.0,103.0,-103.0,0.2072,0.495,,,8.4,1,,,5248.0,215.0,-196.0,3.886,0.591,-0.391,1.869,1.364,-0.983,0.98,0.321,-0.121,
7771181,CANDIDATE,9.97202023,137.71181,2454970.712,0.401,0.068,-0.401,1.425,0.328,-0.328,330.0,63.1,-63.1,0.016575,0.00244,-0.00162,23.70896,61.07553,-23.18905,1.26,0.11,-0.12,0.0797,89.54,627.0,36.53,13.12,-10.68,50.0,21.4,-21.4,0.1263,0.6019,4.0497146,8.071398,8.6,1,114.0,0.615,4810.0,173.0,-173.0,4.584,0.06,-0.035,0.696,0.06,-0.066,0.677,0.086,-0.053,0.592
9509223,FALSE POSITIVE,14.2005007,135.7279,2454968.728,1.106,6.822,-0.136,5.232,0.644,-0.644,80.6,9.4,-9.4,0.114161,6.82,-0.135,0.00269,0.13637,-0.00115,13.28,4.35,-1.45,0.1169,68.83,843.0,119.41,114.47,-35.36,3.06,1.5,-1.5,0.3032,0.3147,3.455102,8.5912485,10.6,1,98.0,0.0353,6332.0,169.0,-188.0,4.406,0.07,-0.21,1.065,0.349,-0.116,1.048,0.172,-0.115,0.001
6720773,FALSE POSITIVE,1.318347743,132.7886,2454965.789,0.427,0.036,-0.427,0.871,0.197,-0.197,113.0,16.9,-16.9,0.010037,0.00243,-0.000733,12.98456,77.70436,-12.09036,1.23,0.37,-0.2,0.0238,87.69,1861.0,2827.4,2607.79,-1109.55,10.61,5.3,-5.3,0.302,0.319,3.4850922,8.88228,10.6,1,1017.0,0.508,6143.0,193.0,-214.0,4.351,0.108,-0.201,1.121,0.34,-0.183,1.025,0.181,-0.111,0.0
8056651,FALSE POSITIVE,5.5834987,132.562,2454965.562,0.7862,0.0558,-0.5465,2.484,0.298,-0.298,87.4,9.9,-9.9,0.009401,0.00232,-0.00103,0.78674,2.66853,-0.74705,1.41,0.84,-0.28,0.0655,85.94,1317.0,711.41,1289.09,-317.31,10.9,5.3,-5.3,0.311,0.2919,8.042776,10.065467,11.8,1,236.0,,6517.0,170.0,-231.0,4.241,0.139,-0.326,1.375,0.815,-0.275,1.203,0.292,-0.186,0.0
4665991,FALSE POSITIVE,1.12401084,131.64952,2454964.65,0.297,0.164,-0.297,3.052,0.284,-0.284,43.6,5.2,-5.2,0.006086,0.000314,-0.000531,0.32107,0.07152,-0.15327,0.61,0.17,-0.06,0.0212,83.86,1719.0,2058.79,1763.23,-574.65,2.778,0.619,-0.619,0.2889,0.3511,3.4126513,8.488446,10.0,1,952.0,0.3714,5941.0,160.0,-178.0,4.519,0.036,-0.204,0.911,0.266,-0.089,1.001,0.119,-0.132,0.0
10191036,FALSE POSITIVE,1.21374652,131.735,2454964.735,0.57,0.019,-0.471,3.371,0.227,-0.227,28.9,2.0,-2.0,0.005118,2.6e-05,-0.00039,0.17685,0.1133,-0.03583,0.59,0.13,-0.07,0.0225,76.24,1880.0,2945.61,1994.43,-910.33,2.397,0.768,-0.768,0.3032,0.3147,3.3042653,16.33675,17.4,1,1105.0,0.7432,6238.0,156.0,-188.0,4.407,0.077,-0.154,1.049,0.244,-0.122,1.022,0.134,-0.12,0.0
8280511,CONFIRMED,5.24970432,135.46911,2454968.469,0.248,0.199,-0.248,2.746,0.147,-0.147,61.9,5.0,-5.0,0.007159,0.000399,-0.000335,1.99583,0.41757,-0.88823,0.67,0.07,-0.06,0.0558,89.01,954.0,195.3,62.42,-42.28,14.27,3.0,-3.0,0.2434,0.4341,6.5967584,12.187006,13.9,5,245.0,0.3159,5528.0,110.0,-110.0,4.499,0.063,-0.077,0.853,0.089,-0.067,0.838,0.056,-0.046,
10420301,FALSE POSITIVE,45.4333769,172.93877,2455005.939,0.959,0.006,-0.672,6.351,0.523,-0.523,906.0,57.6,-57.6,0.036504,5e-05,-0.00928,0.09216,3.54896,-0.03438,2.23,0.22,-0.18,0.2088,87.45,315.0,2.34,0.81,-0.61,21.6,10.7,-10.7,0.1496,0.5738,4.5266995,12.094103,18.1,1,24.0,0.984,4371.0,118.0,-144.0,4.712,0.036,-0.049,0.559,0.056,-0.045,0.587,0.053,-0.053,
4366323,CANDIDATE,40.3511707,153.40933,2454986.409,0.079,0.379,-0.079,3.97,0.301,-0.301,534.0,55.0,-55.0,0.020966,0.00157,-0.001,5.7351,1.44998,-2.80179,1.88,0.38,-0.17,0.223,89.94,479.0,12.46,7.57,-3.25,79.0,20.0,-20.0,0.2711,0.3858,3.9102213,10.252698,11.3,1,31.0,0.2848,5665.0,152.0,-169.0,4.568,0.036,-0.135,0.82,0.166,-0.071,0.916,0.082,-0.112,0.788
2853029,CANDIDATE,72.9332762,198.11468,2455031.115,0.106,0.351,-0.106,3.829,0.313,-0.313,770.0,79.4,-79.4,0.024847,0.00178,-0.00142,11.60837,1.01056,-6.87483,2.45,0.22,-0.18,0.3271,89.96,389.0,5.44,1.44,-1.03,148.3,12.9,-12.9,0.1914,0.5167,3.9116776,9.709475,11.3,1,17.0,0.3859,5316.0,85.0,-74.0,4.47,0.07,-0.07,0.902,0.081,-0.066,0.875,0.055,-0.037,0.001
12156174,CONFIRMED,56.6746666,160.44836,2454993.448,0.626,0.299,-0.408,5.516,0.17,-0.17,883.0,44.6,-44.6,0.028378,0.00578,-0.00163,1.54867,1.38846,-1.13743,4.01,0.64,-0.85,0.2836,89.44,522.0,17.59,7.49,-7.21,64.1,28.7,-28.7,0.2329,0.4554,6.942529,18.09785,22.7,1,12.0,0.7669,5541.0,83.0,-72.0,4.189,0.195,-0.105,1.295,0.206,-0.274,0.945,0.073,-0.045,0.284
4634135,FALSE POSITIVE,63.9005941,189.47344,2455022.473,1.194,64.35,-0.147,8.2789,0.0892,-0.0892,17100.0,189.0,-189.0,0.374251,64.3,-0.125,0.29912,75.12317,-0.02837,25.91,2.04,-2.04,0.2677,88.29,353.0,3.68,1.15,-0.92,40.1,20.0,-20.0,0.2787,0.3888,79.31293,201.59709,110.8,1,17.0,0.8527,5204.0,157.0,-157.0,4.63,0.066,-0.039,0.634,0.05,-0.05,0.624,0.055,-0.024,0.0
6955671,CANDIDATE,12.6878176,136.1525,2454969.152,0.921,0.038,-0.627,4.262,0.347,-0.347,293.0,26.6,-26.6,0.018899,0.00134,-0.00337,0.1161,1.84387,-0.0787,2.16,0.69,-0.28,0.1101,84.69,851.0,123.89,120.42,-44.46,9.96,4.9,-4.9,0.302,0.319,3.5021882,11.035108,13.5,1,88.0,0.5842,6258.0,196.0,-261.0,4.442,0.067,-0.202,1.046,0.335,-0.134,1.102,0.159,-0.145,0.012
5097856,CANDIDATE,483.36405,483.0784,2455316.078,0.614,0.049,-0.468,15.61,2.0,-2.0,285.0,40.9,-40.9,0.01617,0.000304,-0.00232,0.5682,0.76986,-0.17289,1.27,0.25,-0.1,1.1172,89.82,202.0,0.39,0.24,-0.09,191.5,86.5,-86.5,0.2865,0.3556,5.539553,7.1056905,8.3,1,3.0,0.9486,5700.0,171.0,-153.0,4.626,0.032,-0.128,0.718,0.143,-0.054,0.806,0.07,-0.078,0.095
4736644,CONFIRMED,16.2951259,144.80425,2454977.804,0.494,0.473,-0.287,3.678,0.309,-0.309,198.0,18.2,-18.2,0.012961,0.000387,-0.00112,1.9121,1.35299,-0.68938,1.15,0.04,-0.08,0.116,89.05,574.0,25.59,3.79,-4.73,29.9,10.6,-10.6,0.1451,0.582,5.5415025,11.3997345,13.0,1,84.0,0.9931,4915.0,78.0,-78.0,4.512,0.067,-0.022,0.812,0.031,-0.055,0.781,0.052,-0.028,0.0
5876805,FALSE POSITIVE,18.17304501,355.230984,2455188.231,0.674,0.001,-0.001,10.9113,0.00875,-0.00875,69900.0,52.9,-52.9,0.259673,0.000167,-0.0002,0.14311,0.00053,-0.00053,24.39,7.2,-2.41,0.1332,87.15,650.0,42.19,37.38,-12.56,13.5693,0.0503,-0.0503,0.2711,0.3858,407.30933,2094.087,1820.5,1,65.0,0.0997,5799.0,172.0,-207.0,4.548,0.037,-0.2,0.86,0.254,-0.085,0.955,0.109,-0.121,0.0
5818068,FALSE POSITIVE,14.12678065,137.90377,2454970.904,1.254,18.78,-0.184,5.9303,0.059,-0.059,7650.0,70.8,-70.8,0.363648,18.6,-0.164,0.09068,4.72242,-0.00846,31.13,8.22,-2.58,0.1088,82.69,670.0,47.56,38.93,-12.57,9.85,4.9,-4.9,0.2787,0.3728,41.686653,176.78581,127.1,1,82.0,0.0,5656.0,186.0,-186.0,4.583,0.04,-0.16,0.784,0.207,-0.065,0.873,0.089,-0.106,0.0
10139390,FALSE POSITIVE,358.56462,151.8698,2454984.87,0.4108,0.0582,-0.3973,11.64,1.6,-1.6,170.0,26.3,-26.3,0.012051,0.000967,-0.00117,1.51888,1.08684,-0.86391,0.99,1.41,-0.11,0.8778,89.95,219.0,0.55,3.13,-0.16,217.7,77.9,-77.9,0.2949,0.3619,,,9.6,1,,,5375.0,176.0,-146.0,4.531,0.083,-0.756,0.752,1.075,-0.082,0.7,0.167,-0.041,
8278073,CANDIDATE,12.0729757,142.429,2454975.429,0.312,0.135,-0.312,3.783,0.418,-0.418,99.5,13.3,-13.3,0.009058,0.000941,-0.00044,1.66371,1.92377,-0.58947,1.69,0.28,-0.43,0.1046,89.24,969.0,208.13,94.93,-97.12,23.4,9.0,-9.0,0.2286,0.4641,3.6532876,9.005999,9.7,1,113.0,0.5549,5436.0,89.0,-65.0,3.993,0.217,-0.093,1.707,0.287,-0.43,1.046,0.094,-0.104,0.828
5273713,FALSE POSITIVE,1.337561836,132.14597,2454965.146,0.055,0.402,-0.055,1.575,0.164,-0.164,41.0,5.1,-5.1,0.00591,0.000425,-0.000446,2.95915,0.12056,-2.11107,1.11,0.2,-0.25,0.0254,89.52,2322.0,6870.94,3163.74,-2936.87,6.541,0.266,-0.266,0.311,0.2938,3.5188637,7.5872216,9.5,1,996.0,0.7011,6406.0,70.0,-83.0,4.056,0.188,-0.101,1.715,0.313,-0.383,1.219,0.136,-0.111,0.0
3526331,FALSE POSITIVE,2.23755641,133.0574,2454966.057,0.182,0.303,-0.182,2.089,0.557,-0.557,101.0,24.1,-24.1,0.009255,0.00165,-0.00109,2.04069,24.66175,-1.53048,0.93,0.3,-0.09,0.0335,88.72,1397.0,897.8,828.32,-268.57,8.14,3.9,-3.9,0.2916,0.3447,3.2355604,7.7108054,7.3,1,580.0,0.1058,6026.0,162.0,-198.0,4.505,0.052,-0.208,0.924,0.291,-0.097,0.995,0.13,-0.13,0.0
10810859,CANDIDATE,82.401274,140.6557,2454973.656,0.703,0.259,-0.495,6.48,0.984,-0.984,431.0,61.4,-61.4,0.020272,0.000839,-0.00223,1.03376,5.79423,-0.83467,2.21,0.37,-0.12,0.3806,89.44,421.0,7.42,3.11,-1.18,71.9,33.6,-33.6,0.2826,0.3729,3.8649826,8.411982,10.1,1,9.0,0.8957,5886.0,70.0,-88.0,4.472,0.03,-0.127,1.0,0.164,-0.055,1.083,0.051,-0.076,0.055
